rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species
1003,543.0,169,68,543,black ash,Fraxinus,nigra
1004,543.0,171,36,543,black ash,Fraxinus,nigra
1005,544.0,1,1475,544,green ash,Fraxinus,pennsylvanica
1006,544.0,3,153,544,green ash,Fraxinus,pennsylvanica
1007,544.0,5,720,544,green ash,Fraxinus,pennsylvanica
1008,544.0,7,1466,544,green ash,Fraxinus,pennsylvanica
1009,544.0,9,196,544,green ash,Fraxinus,pennsylvanica
1010,544.0,11,52,544,green ash,Fraxinus,pennsylvanica
1011,544.0,13,162,544,green ash,Fraxinus,pennsylvanica
1012,544.0,15,129,544,green ash,Fraxinus,pennsylvanica
1013,544.0,17,273,544,green ash,Fraxinus,pennsylvanica
1014,544.0,19,129,544,green ash,Fraxinus,pennsylvanica
1015,544.0,21,1327,544,green ash,Fraxinus,pennsylvanica
1016,544.0,23,68,544,green ash,Fraxinus,pennsylvanica
1017,544.0,25,248,544,green ash,Fraxinus,pennsylvanica
1018,544.0,27,193,544,green ash,Fraxinus,pennsylvanica
1019,544.0,29,626,544,green ash,Fraxinus,pennsylvanica
1020,544.0,31,16,544,green ash,Fraxinus,pennsylvanica
1021,544.0,33,164,544,green ash,Fraxinus,pennsylvanica
1022,544.0,35,513,544,green ash,Fraxinus,pennsylvanica
1023,544.0,37,164,544,green ash,Fraxinus,pennsylvanica
1024,544.0,39,50,544,green ash,Fraxinus,pennsylvanica
1025,544.0,41,334,544,green ash,Fraxinus,pennsylvanica
1026,544.0,43,65,544,green ash,Fraxinus,pennsylvanica
1027,544.0,45,126,544,green ash,Fraxinus,pennsylvanica
1028,544.0,47,38,544,green ash,Fraxinus,pennsylvanica
1029,544.0,49,191,544,green ash,Fraxinus,pennsylvanica
1030,544.0,51,72,544,green ash,Fraxinus,pennsylvanica
1031,544.0,53,207,544,green ash,Fraxinus,pennsylvanica
1032,544.0,55,125,544,green ash,Fraxinus,pennsylvanica
1033,544.0,57,339,544,green ash,Fraxinus,pennsylvanica
1034,544.0,59,226,544,green ash,Fraxinus,pennsylvanica
1035,544.0,61,822,544,green ash,Fraxinus,pennsylvanica
1036,544.0,63,17,544,green ash,Fraxinus,pennsylvanica
1037,544.0,65,641,544,green ash,Fraxinus,pennsylvanica
1038,544.0,67,392,544,green ash,Fraxinus,pennsylvanica
1039,544.0,69,442,544,green ash,Fraxinus,pennsylvanica
1040,544.0,71,802,544,green ash,Fraxinus,pennsylvanica
1041,544.0,73,169,544,green ash,Fraxinus,pennsylvanica
1042,544.0,75,75,544,green ash,Fraxinus,pennsylvanica
1043,544.0,77,182,544,green ash,Fraxinus,pennsylvanica
1044,544.0,79,179,544,green ash,Fraxinus,pennsylvanica
1045,544.0,81,32,544,green ash,Fraxinus,pennsylvanica
1046,544.0,83,44,544,green ash,Fraxinus,pennsylvanica
1047,544.0,85,62,544,green ash,Fraxinus,pennsylvanica
1048,544.0,87,349,544,green ash,Fraxinus,pennsylvanica
1049,544.0,89,331,544,green ash,Fraxinus,pennsylvanica
1050,544.0,91,88,544,green ash,Fraxinus,pennsylvanica
1051,544.0,93,195,544,green ash,Fraxinus,pennsylvanica
1052,544.0,95,766,544,green ash,Fraxinus,pennsylvanica
1053,544.0,97,517,544,green ash,Fraxinus,pennsylvanica
1054,544.0,99,38,544,green ash,Fraxinus,pennsylvanica
1055,544.0,101,49,544,green ash,Fraxinus,pennsylvanica
1056,544.0,103,91,544,green ash,Fraxinus,pennsylvanica
1057,544.0,107,328,544,green ash,Fraxinus,pennsylvanica
1058,544.0,109,83,544,green ash,Fraxinus,pennsylvanica
1059,544.0,111,1084,544,green ash,Fraxinus,pennsylvanica
1060,544.0,113,61,544,green ash,Fraxinus,pennsylvanica
1061,544.0,115,719,544,green ash,Fraxinus,pennsylvanica
1062,544.0,117,54,544,green ash,Fraxinus,pennsylvanica
1063,544.0,119,469,544,green ash,Fraxinus,pennsylvanica
1064,544.0,121,215,544,green ash,Fraxinus,pennsylvanica
1065,544.0,125,96,544,green ash,Fraxinus,pennsylvanica
1066,544.0,127,63,544,green ash,Fraxinus,pennsylvanica
1067,544.0,129,39,544,green ash,Fraxinus,pennsylvanica
1068,544.0,131,241,544,green ash,Fraxinus,pennsylvanica
1069,544.0,135,352,544,green ash,Fraxinus,pennsylvanica
1070,544.0,137,631,544,green ash,Fraxinus,pennsylvanica
1071,544.0,139,102,544,green ash,Fraxinus,pennsylvanica
1072,544.0,141,144,544,green ash,Fraxinus,pennsylvanica
1073,544.0,143,161,544,green ash,Fraxinus,pennsylvanica
1074,544.0,145,505,544,green ash,Fraxinus,pennsylvanica
1075,544.0,147,14,544,green ash,Fraxinus,pennsylvanica
1076,544.0,149,40,544,green ash,Fraxinus,pennsylvanica
1077,544.0,151,150,544,green ash,Fraxinus,pennsylvanica
1078,544.0,153,483,544,green ash,Fraxinus,pennsylvanica
1079,544.0,155,4,544,green ash,Fraxinus,pennsylvanica
1080,544.0,157,140,544,green ash,Fraxinus,pennsylvanica
1081,544.0,159,170,544,green ash,Fraxinus,pennsylvanica
1082,544.0,161,55,544,green ash,Fraxinus,pennsylvanica
1083,544.0,163,69,544,green ash,Fraxinus,pennsylvanica
1084,544.0,165,140,544,green ash,Fraxinus,pennsylvanica
1085,544.0,167,114,544,green ash,Fraxinus,pennsylvanica
1086,544.0,169,121,544,green ash,Fraxinus,pennsylvanica
1087,544.0,171,472,544,green ash,Fraxinus,pennsylvanica
1088,544.0,173,10,544,green ash,Fraxinus,pennsylvanica
1089,552.0,13,3,552,honeylocust,Gleditsia,triacanthos
1090,571.0,13,11,571,Kentucky coffeetree,Gymnocladus,dioicus
1091,571.0,15,1,571,Kentucky coffeetree,Gymnocladus,dioicus
1092,571.0,71,4,571,Kentucky coffeetree,Gymnocladus,dioicus
1093,571.0,129,15,571,Kentucky coffeetree,Gymnocladus,dioicus
1094,571.0,135,1,571,Kentucky coffeetree,Gymnocladus,dioicus
1095,601.0,1,56,601,butternut,Juglans,cinerea
1096,601.0,9,2,601,butternut,Juglans,cinerea
1097,601.0,13,3,601,butternut,Juglans,cinerea
1098,601.0,15,4,601,butternut,Juglans,cinerea
1099,601.0,19,23,601,butternut,Juglans,cinerea
1100,601.0,25,7,601,butternut,Juglans,cinerea
1101,601.0,35,73,601,butternut,Juglans,cinerea
1102,601.0,37,11,601,butternut,Juglans,cinerea
1103,601.0,39,34,601,butternut,Juglans,cinerea
1104,601.0,45,37,601,butternut,Juglans,cinerea
1105,601.0,49,42,601,butternut,Juglans,cinerea
1106,601.0,53,4,601,butternut,Juglans,cinerea
1107,601.0,55,127,601,butternut,Juglans,cinerea
1108,601.0,59,35,601,butternut,Juglans,cinerea
1109,601.0,61,2,601,butternut,Juglans,cinerea
1110,601.0,65,69,601,butternut,Juglans,cinerea
1111,601.0,79,3,601,butternut,Juglans,cinerea
1112,601.0,85,16,601,butternut,Juglans,cinerea
1113,601.0,95,68,601,butternut,Juglans,cinerea
1114,601.0,97,34,601,butternut,Juglans,cinerea
1115,601.0,103,4,601,butternut,Juglans,cinerea
1116,601.0,109,7,601,butternut,Juglans,cinerea
1117,601.0,115,47,601,butternut,Juglans,cinerea
1118,601.0,131,2,601,butternut,Juglans,cinerea
1119,601.0,139,3,601,butternut,Juglans,cinerea
1120,601.0,143,10,601,butternut,Juglans,cinerea
1121,601.0,145,2,601,butternut,Juglans,cinerea
1122,601.0,157,94,601,butternut,Juglans,cinerea
1123,601.0,161,6,601,butternut,Juglans,cinerea
1124,601.0,163,8,601,butternut,Juglans,cinerea
1125,601.0,169,164,601,butternut,Juglans,cinerea
1126,601.0,171,2,601,butternut,Juglans,cinerea
1127,602.0,5,3,602,black walnut,Juglans,nigra
1128,602.0,13,65,602,black walnut,Juglans,nigra
1129,602.0,15,1,602,black walnut,Juglans,nigra
1130,602.0,37,7,602,black walnut,Juglans,nigra
1131,602.0,39,58,602,black walnut,Juglans,nigra
1132,602.0,43,4,602,black walnut,Juglans,nigra
1133,602.0,45,277,602,black walnut,Juglans,nigra
1134,602.0,47,2,602,black walnut,Juglans,nigra
1135,602.0,49,178,602,black walnut,Juglans,nigra
1136,602.0,53,4,602,black walnut,Juglans,nigra
1137,602.0,55,200,602,black walnut,Juglans,nigra
1138,602.0,59,6,602,black walnut,Juglans,nigra
1139,602.0,61,1,602,black walnut,Juglans,nigra
1140,602.0,63,22,602,black walnut,Juglans,nigra
1141,602.0,67,18,602,black walnut,Juglans,nigra
1142,602.0,79,4,602,black walnut,Juglans,nigra
1143,602.0,91,5,602,black walnut,Juglans,nigra
1144,602.0,95,2,602,black walnut,Juglans,nigra
1145,602.0,109,25,602,black walnut,Juglans,nigra
1146,602.0,115,6,602,black walnut,Juglans,nigra
1147,602.0,127,13,602,black walnut,Juglans,nigra
1148,602.0,129,1,602,black walnut,Juglans,nigra
1149,602.0,139,7,602,black walnut,Juglans,nigra
1150,602.0,143,11,602,black walnut,Juglans,nigra
1151,602.0,147,4,602,black walnut,Juglans,nigra
1152,602.0,157,100,602,black walnut,Juglans,nigra
1153,602.0,161,31,602,black walnut,Juglans,nigra
1154,602.0,163,19,602,black walnut,Juglans,nigra
1155,602.0,169,153,602,black walnut,Juglans,nigra
1156,602.0,171,2,602,black walnut,Juglans,nigra
1157,660.0,3,3,660,apple spp.,Malus,spp.
1158,660.0,7,4,660,apple spp.,Malus,spp.
1159,660.0,9,10,660,apple spp.,Malus,spp.
1160,660.0,17,4,660,apple spp.,Malus,spp.
1161,660.0,21,1,660,apple spp.,Malus,spp.
1162,660.0,29,1,660,apple spp.,Malus,spp.
1163,660.0,45,8,660,apple spp.,Malus,spp.
1164,660.0,49,4,660,apple spp.,Malus,spp.
1165,660.0,53,3,660,apple spp.,Malus,spp.
1166,660.0,55,56,660,apple spp.,Malus,spp.
1167,660.0,63,3,660,apple spp.,Malus,spp.
1168,660.0,71,1,660,apple spp.,Malus,spp.
1169,660.0,79,4,660,apple spp.,Malus,spp.
1170,660.0,87,1,660,apple spp.,Malus,spp.
1171,660.0,89,18,660,apple spp.,Malus,spp.
1172,660.0,97,4,660,apple spp.,Malus,spp.
1173,660.0,109,11,660,apple spp.,Malus,spp.
1174,660.0,115,2,660,apple spp.,Malus,spp.
1175,660.0,137,12,660,apple spp.,Malus,spp.
1176,660.0,139,2,660,apple spp.,Malus,spp.
1177,660.0,141,4,660,apple spp.,Malus,spp.
1178,660.0,153,1,660,apple spp.,Malus,spp.
1179,660.0,157,9,660,apple spp.,Malus,spp.
1180,660.0,159,2,660,apple spp.,Malus,spp.
1181,660.0,161,6,660,apple spp.,Malus,spp.
1182,660.0,167,2,660,apple spp.,Malus,spp.
1183,660.0,169,30,660,apple spp.,Malus,spp.
1184,660.0,171,4,660,apple spp.,Malus,spp.
1185,681.0,3,2,681,white mulberry,Morus,alba
1186,681.0,15,8,681,white mulberry,Morus,alba
1187,681.0,45,2,681,white mulberry,Morus,alba
1188,681.0,55,2,681,white mulberry,Morus,alba
1189,681.0,63,7,681,white mulberry,Morus,alba
1190,681.0,85,2,681,white mulberry,Morus,alba
1191,681.0,91,20,681,white mulberry,Morus,alba
1192,681.0,151,8,681,white mulberry,Morus,alba
1193,681.0,157,2,681,white mulberry,Morus,alba
1194,681.0,169,4,681,white mulberry,Morus,alba
1195,682.0,15,8,682,red mulberry,Morus,rubra
1196,682.0,37,8,682,red mulberry,Morus,rubra
1197,682.0,43,5,682,red mulberry,Morus,rubra
1198,682.0,47,2,682,red mulberry,Morus,rubra
1199,682.0,55,9,682,red mulberry,Morus,rubra
1200,682.0,91,9,682,red mulberry,Morus,rubra
1201,682.0,93,6,682,red mulberry,Morus,rubra
1202,682.0,129,1,682,red mulberry,Morus,rubra
1203,682.0,143,6,682,red mulberry,Morus,rubra
1204,682.0,157,2,682,red mulberry,Morus,rubra
1205,682.0,169,4,682,red mulberry,Morus,rubra
1206,701.0,1,1151,701,eastern hophornbeam,Ostrya,virginiana
1207,701.0,3,11,701,eastern hophornbeam,Ostrya,virginiana
1208,701.0,5,1188,701,eastern hophornbeam,Ostrya,virginiana
1209,701.0,7,644,701,eastern hophornbeam,Ostrya,virginiana
1210,701.0,9,31,701,eastern hophornbeam,Ostrya,virginiana
1211,701.0,11,64,701,eastern hophornbeam,Ostrya,virginiana
1212,701.0,13,231,701,eastern hophornbeam,Ostrya,virginiana
1213,701.0,15,66,701,eastern hophornbeam,Ostrya,virginiana
1214,701.0,17,165,701,eastern hophornbeam,Ostrya,virginiana
1215,701.0,19,54,701,eastern hophornbeam,Ostrya,virginiana
